0.020204429	-0.029044416	0.016952986	0.030685991	0.040363166	-0.00033240946	0.122473106	-0.010066098	-0.13091198	-0.15292744	0.0678857	0.05656021	0.011267406	-0.062281754	0.059434596	0.09295022
0.026650868	0.027851507	0.052802827	-0.009483379	0.09985824	0.056898415	0.11395675	0.02033304	-0.104785465	-0.102823116	0.051446702	0.012599206	0.069643565	-0.033746436	0.10847101	0.035894465
-0.0116282385	-0.026562836	0.040613618	0.035481527	0.047769222	0.0026829971	0.067001656	-0.03266842	-0.05407317	-0.059342753	0.053189248	0.045199476	0.1044405	-0.0033060387	0.0928013	0.111479014
-0.045854323	0.055545118	0.009428572	0.048836663	0.088477395	-0.015679633	0.12935358	0.015964473	-0.09806524	-0.04579365	0.04332092	0.06420822	0.0405571	-0.031994667	0.08115597	0.094027236
-0.04668898	0.0283455	0.07691635	0.03789985	0.0720557	0.014076407	0.049605466	-0.016315343	-0.047811612	-0.037995256	0.08231156	0.09186971	0.061824463	-0.043260228	0.040026203	0.023818541
-0.047370583	-0.017979259	0.060189195	-0.013750167	-0.0027621011	0.023596967	0.08166887	-0.027754711	-0.105894275	-0.08325331	0.02737262	0.04918093	0.06072652	-0.056625776	0.051712926	0.06164173
0.065054655	0.047547407	0.016532842	-0.02052695	0.18479232	0.02540579	0.17601776	-0.031090278	-0.13510066	-0.023753302	0.04362023	0.07466014	0.06837286	-0.040945392	0.055930864	0.08493373
0.013000653	0.005621952	-0.020405507	0.028778676	0.050162062	-0.0028112992	0.041698936	0.025944207	-0.061957665	-0.09801048	0.092990205	0.020780222	0.0009264523	0.014177181	0.011918632	0.05331694
-0.0474804	-0.013825339	-0.032270838	0.019876866	0.04675128	-0.06376328	0.09086901	0.06615329	-0.14960273	-0.14657958	0.08068984	-0.06530744	0.044449843	-0.018460078	0.0953237	0.10595353
0.016194122	-0.009098379	0.05612729	0.10349859	0.083278574	-0.038697552	0.08053973	-0.025033532	-0.16598009	-0.0051176897	0.04378594	0.0017140649	0.07643719	0.0030781208	0.09141168	0.06632812
0.006798661	-0.003808813	-0.013277054	-0.0024432337	0.052721173	0.054801326	0.095527485	-0.017323613	-0.07979061	-0.029160408	0.012004639	-0.03689736	0.05091093	-0.02934834	0.13213474	0.055902842
0.021225568	0.025249295	0.066691354	0.037097413	0.12338369	0.008243425	0.13650899	0.035625532	-0.09080303	-0.0036312633	0.08345191	0.07732805	-0.00049268827	-0.02371548	0.058564294	-0.020793287
-0.039212715	-0.04037342	-0.01215947	0.055072084	0.08583609	-0.020639215	0.09552314	-0.030620407	-0.061813954	-0.07200954	0.022440484	0.04376435	0.076314874	0.01815783	0.050207883	-0.004475956
-0.017040895	-0.03545448	-0.06316591	-0.05255228	0.15165721	0.048343223	0.021795874	0.038720205	-0.10228583	-0.08103028	0.0418756	0.10132449	0.10419372	-0.021827603	-0.044479974	0.012742733
-0.03173061	0.04711581	0.07371947	0.043413468	0.0811709	-0.0021250735	0.121984	-0.008781577	-0.022963163	-0.06575057	0.014916384	0.04872712	-0.01312946	0.0049179518	0.09646	0.0788495
-0.012168021	-0.024020186	0.021857856	0.009605262	0.051542867	0.07398895	0.15496798	0.01609386	-0.074202515	-0.057941608	0.077136256	0.020814618	0.027335826	-0.053758644	0.08963705	0.04655469
